policy_no;class;start_date;end_date;premium;premium_re
25237;305;2020-03-19;2021-03-20;44726;0
25238;305;2020-07-26;2021-07-27;39806;0
25239;305;2020-10-13;2021-10-14;31549;0
25240;101;2020-02-15;2021-02-15;31911;0
25241;101;2020-06-22;2021-06-23;10156;0
25242;306;2020-03-11;2021-03-12;27976;0
25243;101;2020-02-08;2021-02-08;39718;0
25244;308;2020-06-28;2021-06-29;23983;0
25245;102;2020-01-20;2021-01-20;26489;16941
25246;301;2020-06-10;2021-06-11;31630;0
25247;301;2020-09-09;2021-09-10;10126;0
25248;305;2020-09-18;2021-09-19;11904;0
25249;308;2020-02-29;2021-03-01;36370;0
25250;101;2020-02-03;2021-02-03;26382;0
25251;102;2020-06-14;2021-06-15;27885;19477
25252;305;2020-06-27;2021-06-28;46601;0
25253;308;2020-08-09;2021-08-10;33265;0
25254;102;2020-07-23;2021-07-24;37923;0
25255;101;2020-11-14;2021-11-15;16916;0
25256;301;2020-05-03;2021-05-04;49360;0
25257;301;2020-11-06;2021-11-07;21393;0
25258;307;2020-04-26;2021-04-27;23719;10728
25259;308;2020-07-29;2021-07-30;47831;11812
25260;101;2020-05-24;2021-05-25;32316;0
25261;308;2020-10-15;2021-10-16;39533;0
25262;301;2020-05-31;2021-06-01;11582;531
25263;308;2020-10-17;2021-10-18;46131;0
25264;101;2020-07-31;2021-08-01;47870;0
25265;308;2020-02-04;2021-02-04;26717;0
25266;306;2020-07-07;2021-07-08;29610;0
25267;102;2020-04-06;2021-04-07;12168;0
25268;101;2020-02-24;2021-02-24;14784;0
25269;307;2020-01-26;2021-01-26;24166;0
25270;301;2020-01-22;2021-01-22;45056;0
25271;102;2020-02-28;2021-02-28;14324;0
25272;308;2020-12-30;2021-12-31;24995;3778
25273;305;2020-03-28;2021-03-29;23323;0
25274;306;2020-07-25;2021-07-26;26392;22202
25275;307;2020-12-14;2021-12-15;22075;7973
25276;306;2020-10-18;2021-10-19;16262;0
25277;101;2020-04-22;2021-04-23;13041;0
25278;301;2020-07-25;2021-07-26;15698;0
25279;308;2020-06-01;2021-06-02;19548;0
25280;308;2020-02-12;2021-02-12;34466;0
25281;307;2020-04-15;2021-04-16;14101;0
25282;306;2020-03-17;2021-03-18;49056;0
25283;307;2020-11-29;2021-11-30;46746;0
25284;102;2020-04-06;2021-04-07;13556;0
25285;305;2020-01-27;2021-01-27;47133;0
25286;101;2020-04-19;2021-04-20;24482;0
25287;308;2020-07-05;2021-07-06;33092;0
25288;308;2020-09-04;2021-09-05;43283;10359
25289;308;2020-06-22;2021-06-23;15571;4239
25290;306;2020-03-22;2021-03-23;48415;0
25291;101;2020-10-26;2021-10-27;14026;0
25292;308;2020-02-14;2021-02-14;31588;0
25293;308;2020-04-11;2021-04-12;17390;3566
25294;308;2020-02-23;2021-02-23;32247;0
25295;307;2020-01-13;2021-01-13;13720;0
25296;308;2020-04-10;2021-04-11;41856;0
25297;307;2020-12-12;2021-12-13;41057;0
25298;102;2020-09-12;2021-09-13;46279;0
25299;306;2020-10-14;2021-10-15;18642;9059
25300;308;2020-10-10;2021-10-11;32606;0
25301;305;2020-05-02;2021-05-03;34481;0
25302;301;2020-04-10;2021-04-11;46477;0
25303;306;2020-04-16;2021-04-17;21959;13362
25304;306;2020-04-13;2021-04-14;42017;0
25305;102;2020-02-02;2021-02-02;46526;0
25306;301;2020-01-06;2021-01-06;28944;0
25307;101;2020-12-11;2021-12-12;23805;0
25308;102;2020-05-31;2021-06-01;39458;0
25309;101;2020-01-30;2021-01-30;10423;0
25310;308;2020-09-18;2021-09-19;16199;0
25311;101;2020-12-04;2021-12-05;24693;0
25312;305;2020-03-06;2021-03-07;20065;13921
25313;301;2020-01-12;2021-01-12;29664;0
25314;101;2020-12-03;2021-12-04;47932;0
25315;102;2020-02-01;2021-02-01;33083;0
25316;305;2020-06-28;2021-06-29;40032;0
25317;308;2020-06-10;2021-06-11;23798;0
25318;101;2020-07-02;2021-07-03;21379;19716
25319;102;2020-04-16;2021-04-17;21527;0
25320;101;2020-06-10;2021-06-11;13876;0
25321;308;2020-05-20;2021-05-21;25928;0
25322;307;2020-02-01;2021-02-01;24932;0
25323;102;2020-11-07;2021-11-08;12039;0
25324;306;2020-02-04;2021-02-04;14135;2439
25325;102;2020-10-10;2021-10-11;24327;0
25326;306;2020-07-03;2021-07-04;23428;0
25327;308;2020-11-24;2021-11-25;15961;0
25328;102;2020-03-16;2021-03-17;33463;0
25329;301;2020-03-28;2021-03-29;44645;0
25330;301;2020-09-12;2021-09-13;38790;0
25331;307;2020-01-15;2021-01-15;18122;0
25332;102;2020-09-26;2021-09-27;43517;0
25333;307;2020-12-01;2021-12-02;21967;0
25334;102;2020-08-07;2021-08-08;25267;0
25335;101;2020-06-02;2021-06-03;38539;0
25336;308;2020-07-25;2021-07-26;43510;0
25337;305;2020-08-20;2021-08-21;11152;0
25338;308;2020-01-21;2021-01-21;11344;6161
25339;308;2020-07-25;2021-07-26;45832;0
25340;101;2020-06-20;2021-06-21;44876;0
25341;301;2020-05-13;2021-05-14;13168;0
25342;306;2020-03-06;2021-03-07;18317;0
25343;101;2020-05-26;2021-05-27;28270;0
25344;305;2020-01-22;2021-01-22;48393;41178
25345;102;2020-11-03;2021-11-04;17444;10438
25346;306;2020-08-30;2021-08-31;12240;0
25347;101;2020-11-16;2021-11-17;37984;0
25348;307;2020-06-23;2021-06-24;47462;31456
25349;306;2020-09-30;2021-10-01;24659;16530
25350;301;2020-08-11;2021-08-12;35432;33098
25351;101;2020-07-01;2021-07-02;13933;0
25352;101;2020-11-19;2021-11-20;18849;0
25353;301;2020-04-29;2021-04-30;14326;0
25354;307;2020-11-12;2021-11-13;18358;0
25355;102;2020-09-08;2021-09-09;36867;0
25356;102;2020-12-14;2021-12-15;44249;0
25357;308;2020-12-30;2021-12-31;15261;0
25358;306;2020-05-16;2021-05-17;43791;0
25359;306;2020-03-25;2021-03-26;24996;0
25360;102;2020-03-18;2021-03-19;22084;19505
25361;306;2020-10-12;2021-10-13;37246;0
25362;306;2020-06-18;2021-06-19;23082;19861
25363;305;2020-05-04;2021-05-05;44539;0
25364;308;2020-08-19;2021-08-20;32463;0
25365;102;2020-07-16;2021-07-17;38524;0
25366;307;2020-01-30;2021-01-30;49756;0
25367;306;2020-05-07;2021-05-08;27477;0
25368;301;2020-04-19;2021-04-20;37054;0
25369;306;2020-11-25;2021-11-26;37110;0
25370;308;2020-08-28;2021-08-29;33491;0
25371;307;2020-12-10;2021-12-11;13005;0
25372;307;2020-01-05;2021-01-05;30392;0
25373;307;2020-08-02;2021-08-03;13285;0
25374;305;2020-05-12;2021-05-13;26998;0
25375;308;2020-08-08;2021-08-09;41721;0
25376;301;2020-08-25;2021-08-26;48892;0
25377;308;2020-12-28;2021-12-29;38166;0
25378;305;2020-08-19;2021-08-20;46273;0
25379;307;2020-02-26;2021-02-26;21272;0
25380;306;2020-12-10;2021-12-11;19455;0
25381;307;2020-03-26;2021-03-27;15108;0
25382;308;2020-09-21;2021-09-22;19227;1739
25383;101;2020-09-02;2021-09-03;10277;0
25384;308;2020-07-15;2021-07-16;48896;14163
25385;301;2020-03-22;2021-03-23;32883;0
25386;305;2020-11-03;2021-11-04;44725;0
25387;301;2020-09-02;2021-09-03;32757;0
25388;307;2020-04-26;2021-04-27;29301;0
25389;308;2020-04-03;2021-04-04;44993;0
25390;308;2020-03-13;2021-03-14;14486;0
25391;305;2020-04-11;2021-04-12;12635;0
25392;305;2020-10-06;2021-10-07;22314;0
25393;102;2020-06-21;2021-06-22;46407;0
25394;308;2020-07-25;2021-07-26;49286;0
25395;102;2020-07-05;2021-07-06;35478;0
25396;102;2020-06-07;2021-06-08;40312;0
25397;305;2020-01-23;2021-01-23;48474;0
25398;101;2020-01-17;2021-01-17;40647;0
25399;301;2020-07-15;2021-07-16;33599;0
25400;102;2020-11-17;2021-11-18;25353;0
25401;101;2020-01-23;2021-01-23;10872;2421
25402;306;2020-04-02;2021-04-03;35126;0
25403;306;2020-05-18;2021-05-19;39855;0
25404;308;2020-10-05;2021-10-06;30794;0
25405;308;2020-08-25;2021-08-26;37664;0
25406;102;2020-07-08;2021-07-09;15200;0
25407;306;2020-07-29;2021-07-30;11808;0
25408;301;2020-11-02;2021-11-03;24066;0
25409;307;2020-04-29;2021-04-30;21984;3033
25410;307;2020-09-09;2021-09-10;26471;0
25411;305;2020-03-22;2021-03-23;42950;0
25412;102;2020-01-04;2021-01-04;47865;0
25413;101;2020-09-14;2021-09-15;12144;0
25414;102;2020-10-21;2021-10-22;30378;0
25415;306;2020-04-30;2021-05-01;35350;5382
25416;101;2020-06-19;2021-06-20;22492;0
25417;301;2020-04-11;2021-04-12;47820;0
25418;101;2020-11-05;2021-11-06;14885;12348
25419;308;2020-04-29;2021-04-30;11799;6705
25420;102;2020-07-30;2021-07-31;47229;0
25421;305;2020-01-02;2021-01-02;15512;0
25422;306;2020-03-04;2021-03-05;31654;0
25423;308;2020-07-07;2021-07-08;39163;0
25424;308;2020-11-15;2021-11-16;46712;17273
25425;307;2020-07-11;2021-07-12;33241;0
25426;307;2020-08-02;2021-08-03;29896;0
25427;301;2020-06-01;2021-06-02;10990;0
25428;307;2020-02-02;2021-02-02;35741;0
25429;301;2020-10-04;2021-10-05;37781;0
25430;305;2020-12-17;2021-12-18;42308;0
25431;102;2020-12-08;2021-12-09;44119;23649
25432;307;2020-10-18;2021-10-19;36937;0
25433;307;2020-08-11;2021-08-12;47195;26329
25434;102;2020-09-21;2021-09-22;24294;0
25435;101;2020-06-06;2021-06-07;35986;0
25436;102;2020-09-29;2021-09-30;37075;0
25437;307;2020-07-25;2021-07-26;44805;6060
25438;301;2020-11-03;2021-11-04;28984;0
25439;101;2020-08-16;2021-08-17;31637;0
25440;305;2020-07-16;2021-07-17;28476;0
25441;306;2020-01-26;2021-01-26;29845;0
25442;102;2020-05-24;2021-05-25;45196;0
25443;308;2020-07-07;2021-07-08;29639;0
25444;102;2020-12-02;2021-12-03;22850;0
25445;301;2020-02-04;2021-02-04;16515;0
25446;101;2020-10-05;2021-10-06;47111;0
25447;102;2020-12-05;2021-12-06;33276;0
25448;306;2020-08-23;2021-08-24;13139;0
25449;307;2020-06-13;2021-06-14;24344;0
25450;307;2020-05-05;2021-05-06;12046;9686
25451;102;2020-10-09;2021-10-10;46583;0
25452;308;2020-06-23;2021-06-24;25910;7809
25453;307;2020-11-03;2021-11-04;15707;0
25454;301;2020-09-12;2021-09-13;42885;36110
25455;307;2020-09-06;2021-09-07;35075;0
25456;306;2020-08-31;2021-09-01;49220;0
25457;301;2020-03-25;2021-03-26;48809;0
25458;301;2020-02-24;2021-02-24;24073;0
25459;307;2020-01-13;2021-01-13;15764;10197
25460;306;2020-04-17;2021-04-18;37764;0
25461;101;2020-06-20;2021-06-21;23982;0
25462;101;2020-01-06;2021-01-06;30458;0
25463;102;2020-09-06;2021-09-07;20406;0
25464;301;2020-02-15;2021-02-15;15510;0
25465;101;2020-11-12;2021-11-13;14691;0
25466;306;2020-10-23;2021-10-24;22701;0
25467;306;2020-12-07;2021-12-08;29114;8380
25468;305;2020-11-21;2021-11-22;26820;0
25469;308;2020-05-20;2021-05-21;17779;0
25470;305;2020-07-22;2021-07-23;41560;0
25471;305;2020-02-11;2021-02-11;44111;0
25472;307;2020-03-26;2021-03-27;17092;0
25473;306;2020-07-24;2021-07-25;24043;0
25474;308;2020-05-08;2021-05-09;15253;0
25475;101;2020-08-29;2021-08-30;41839;0
25476;305;2020-12-28;2021-12-29;46513;0
25477;307;2020-04-08;2021-04-09;16228;9083
25478;307;2020-03-22;2021-03-23;44963;0
25479;307;2020-08-17;2021-08-18;45447;0
25480;308;2020-03-04;2021-03-05;35092;0
25481;102;2020-12-29;2021-12-30;38808;0
25482;305;2020-11-14;2021-11-15;15088;2499
25483;301;2020-09-09;2021-09-10;49291;0
25484;301;2020-12-25;2021-12-26;24642;0
25485;305;2020-12-29;2021-12-30;45567;0
25486;308;2020-03-03;2021-03-04;17808;0
25487;306;2020-04-10;2021-04-11;17793;0
25488;102;2020-05-31;2021-06-01;38871;0
25489;305;2020-08-07;2021-08-08;48554;0
25490;101;2020-06-13;2021-06-14;18304;0
25491;305;2020-03-31;2021-04-01;36746;14942
25492;307;2020-08-06;2021-08-07;40704;0
25493;101;2020-07-25;2021-07-26;37528;0
25494;102;2020-12-11;2021-12-12;42717;0
25495;301;2020-09-15;2021-09-16;35505;0
25496;305;2020-12-19;2021-12-20;21691;0
25497;102;2020-03-30;2021-03-31;48244;0
25498;305;2020-06-06;2021-06-07;19180;0
25499;308;2020-02-27;2021-02-27;16141;0
25500;308;2020-12-05;2021-12-06;40916;0
25501;301;2020-12-09;2021-12-10;14041;8772
25502;305;2020-02-01;2021-02-01;12837;0
25503;305;2020-07-18;2021-07-19;35580;0
25504;305;2020-08-25;2021-08-26;31393;0
25505;102;2020-04-30;2021-05-01;16098;0
25506;306;2020-12-27;2021-12-28;45771;0
25507;301;2020-02-02;2021-02-02;33250;0
25508;101;2020-03-23;2021-03-24;25707;0
25509;101;2020-06-12;2021-06-13;27264;0
25510;307;2020-09-15;2021-09-16;42288;0
25511;307;2020-04-26;2021-04-27;47168;10602
25512;305;2020-07-03;2021-07-04;22550;18911
25513;102;2020-01-24;2021-01-24;16169;0
25514;301;2020-07-14;2021-07-15;26863;0
25515;305;2020-10-06;2021-10-07;18566;0
25516;101;2020-09-06;2021-09-07;30082;0
25517;306;2020-04-23;2021-04-24;37537;0
25518;307;2020-08-21;2021-08-22;32401;0
25519;301;2020-03-09;2021-03-10;16950;0
25520;102;2020-07-08;2021-07-09;28896;0
25521;301;2020-09-07;2021-09-08;38106;0
25522;305;2020-09-15;2021-09-16;28680;0
25523;102;2020-05-29;2021-05-30;25284;0
25524;101;2020-08-31;2021-09-01;47655;0
25525;307;2020-08-31;2021-09-01;23740;0
25526;101;2020-07-22;2021-07-23;15869;0
25527;301;2020-08-30;2021-08-31;21350;0
25528;305;2020-12-05;2021-12-06;16072;0
25529;307;2020-12-20;2021-12-21;28888;0
25530;301;2020-09-06;2021-09-07;28401;0
25531;102;2020-03-08;2021-03-09;45839;0
25532;102;2020-09-14;2021-09-15;46349;0
25533;101;2020-07-26;2021-07-27;29538;0
25534;308;2020-10-13;2021-10-14;19077;0
25535;308;2020-08-31;2021-09-01;28025;0
25536;308;2020-07-18;2021-07-19;22727;0
25537;305;2020-02-15;2021-02-15;41204;0
25538;306;2020-12-15;2021-12-16;39105;0
25539;301;2020-06-10;2021-06-11;27464;12175
25540;102;2020-12-30;2021-12-31;19008;0
25541;306;2020-11-13;2021-11-14;18646;3455
25542;101;2020-05-04;2021-05-05;23581;0
25543;101;2020-07-22;2021-07-23;26340;24881
25544;301;2020-01-17;2021-01-17;23929;0
25545;101;2020-03-13;2021-03-14;47748;0
25546;308;2020-07-23;2021-07-24;31454;0
25547;301;2020-03-29;2021-03-30;26005;0
25548;305;2020-07-15;2021-07-16;36405;0
25549;308;2020-06-27;2021-06-28;23403;0
25550;301;2020-09-29;2021-09-30;46719;0
25551;305;2020-05-11;2021-05-12;20269;2950
25552;301;2020-12-07;2021-12-08;34952;0
25553;308;2020-10-11;2021-10-12;21895;2559
25554;301;2020-03-31;2021-04-01;33358;18853
25555;307;2020-07-06;2021-07-07;36236;0
25556;308;2020-09-02;2021-09-03;35312;0
25557;306;2020-10-17;2021-10-18;44812;36932
25558;307;2020-11-26;2021-11-27;48182;0
25559;308;2020-04-03;2021-04-04;11221;0
25560;308;2020-05-23;2021-05-24;13079;0
25561;307;2020-05-15;2021-05-16;42185;0
25562;301;2020-08-22;2021-08-23;28369;0
25563;301;2020-05-19;2021-05-20;19302;0
25564;306;2020-11-25;2021-11-26;22749;0
25565;301;2020-03-27;2021-03-28;10004;0
25566;306;2020-06-14;2021-06-15;22093;0
25567;306;2020-05-24;2021-05-25;29516;6433
25568;308;2020-07-27;2021-07-28;31787;0
25569;301;2020-10-04;2021-10-05;27039;252
25570;305;2020-11-24;2021-11-25;43472;0
25571;308;2020-06-28;2021-06-29;26013;23223
25572;306;2020-03-20;2021-03-21;18537;5165
25573;307;2020-11-30;2021-12-01;29164;0
25574;307;2020-07-16;2021-07-17;43779;0
25575;308;2020-03-18;2021-03-19;34701;0
25576;306;2020-05-16;2021-05-17;27099;26974
25577;308;2020-07-26;2021-07-27;40049;0
25578;102;2020-02-17;2021-02-17;38437;11076
25579;306;2020-06-04;2021-06-05;39916;0
25580;101;2020-10-09;2021-10-10;23814;0
25581;305;2020-03-31;2021-04-01;37502;0
25582;301;2020-03-03;2021-03-04;29866;0
25583;307;2020-08-13;2021-08-14;10087;0
25584;102;2020-01-17;2021-01-17;42814;23510
25585;102;2020-06-17;2021-06-18;29818;0
25586;308;2020-01-29;2021-01-29;24320;0
25587;102;2020-06-09;2021-06-10;45599;0
25588;308;2020-12-06;2021-12-07;30833;0
25589;308;2020-10-26;2021-10-27;40260;0
25590;101;2020-01-03;2021-01-03;30476;0
25591;102;2020-05-28;2021-05-29;13996;0
25592;305;2020-04-25;2021-04-26;16545;16248
25593;102;2020-06-24;2021-06-25;12559;0
25594;308;2020-04-26;2021-04-27;31938;0
25595;101;2020-04-13;2021-04-14;27075;0
25596;305;2020-10-29;2021-10-30;45827;0
25597;307;2020-11-02;2021-11-03;28670;0
25598;102;2020-05-15;2021-05-16;14213;0
25599;102;2020-09-29;2021-09-30;21745;0
25600;101;2020-01-07;2021-01-07;20167;0
25601;308;2020-04-05;2021-04-06;24577;0
25602;102;2020-11-25;2021-11-26;35167;0
25603;101;2020-06-13;2021-06-14;15023;0
25604;102;2020-11-04;2021-11-05;45399;0
25605;102;2020-12-10;2021-12-11;13205;0
25606;306;2020-07-31;2021-08-01;21734;12717
25607;305;2020-05-04;2021-05-05;44544;15127
25608;301;2020-04-05;2021-04-06;39111;0
25609;305;2020-07-15;2021-07-16;24673;0
25610;305;2020-02-04;2021-02-04;33634;0
25611;101;2020-07-24;2021-07-25;47901;0
25612;101;2020-04-01;2021-04-02;17328;0
25613;308;2020-03-30;2021-03-31;18197;0
25614;308;2020-02-06;2021-02-06;12367;0
25615;102;2020-08-04;2021-08-05;37435;0
25616;308;2020-01-10;2021-01-10;34297;0
25617;306;2020-07-20;2021-07-21;43247;18119
25618;301;2020-09-01;2021-09-02;10714;0
25619;305;2020-04-24;2021-04-25;42717;14325
25620;102;2020-08-06;2021-08-07;25317;24159
25621;102;2020-09-04;2021-09-05;19197;0
25622;102;2020-03-13;2021-03-14;39273;28349
25623;306;2020-07-13;2021-07-14;36359;0
25624;102;2020-05-01;2021-05-02;47217;0
25625;101;2020-07-10;2021-07-11;38490;30129
25626;306;2020-05-24;2021-05-25;48134;0
25627;306;2020-11-18;2021-11-19;11204;0
25628;305;2020-10-23;2021-10-24;23423;0
25629;306;2020-09-27;2021-09-28;36014;0
25630;306;2020-08-14;2021-08-15;27796;0
25631;307;2020-02-18;2021-02-18;23863;0
25632;308;2020-03-28;2021-03-29;32387;0
25633;308;2020-04-23;2021-04-24;21851;0
25634;101;2020-10-11;2021-10-12;25707;0
25635;305;2020-02-18;2021-02-18;13235;0
25636;308;2020-08-24;2021-08-25;27965;22217
25637;305;2020-10-12;2021-10-13;43768;14342
25638;301;2020-11-15;2021-11-16;20954;5535
25639;301;2020-12-25;2021-12-26;43574;69
25640;305;2020-03-09;2021-03-10;31157;0
25641;305;2020-01-07;2021-01-07;30143;0
25642;307;2020-09-21;2021-09-22;12975;0
25643;305;2020-12-01;2021-12-02;48868;32581
25644;308;2020-12-15;2021-12-16;20392;0
25645;102;2020-06-09;2021-06-10;27570;0
25646;301;2020-02-02;2021-02-02;34530;0
25647;102;2020-09-01;2021-09-02;12350;0
25648;307;2020-09-05;2021-09-06;27514;9033
25649;101;2020-02-02;2021-02-02;35499;0
25650;102;2020-07-05;2021-07-06;12864;0
25651;307;2020-02-12;2021-02-12;36197;0
25652;306;2020-07-31;2021-08-01;24637;0
25653;307;2020-11-10;2021-11-11;26413;0
25654;102;2020-04-13;2021-04-14;46906;15362
25655;101;2020-01-22;2021-01-22;49212;18841
25656;101;2020-09-04;2021-09-05;23845;0
25657;102;2020-12-30;2021-12-31;47863;0
25658;307;2020-02-22;2021-02-22;46994;0
25659;102;2020-06-11;2021-06-12;46623;30732
25660;102;2020-06-29;2021-06-30;49462;5216
25661;305;2020-06-18;2021-06-19;13118;0
25662;101;2020-06-21;2021-06-22;24968;0
25663;301;2020-01-19;2021-01-19;19733;0
25664;102;2020-02-09;2021-02-09;21174;0
25665;306;2020-05-19;2021-05-20;31423;0
25666;102;2020-09-24;2021-09-25;42280;0
25667;306;2020-06-24;2021-06-25;30430;0
25668;102;2020-11-25;2021-11-26;10339;0
25669;101;2020-12-24;2021-12-25;29943;0
25670;102;2020-06-20;2021-06-21;49242;0
25671;306;2020-09-01;2021-09-02;32668;0
25672;102;2020-08-04;2021-08-05;44430;0
25673;301;2020-11-15;2021-11-16;16105;7277
25674;101;2020-08-12;2021-08-13;32388;0
25675;306;2020-12-21;2021-12-22;40686;0
25676;301;2020-03-15;2021-03-16;19276;0
25677;101;2020-12-23;2021-12-24;41262;0
25678;305;2020-12-10;2021-12-11;27951;19183
25679;306;2020-06-03;2021-06-04;33503;0
25680;305;2020-03-23;2021-03-24;28714;14277
25681;101;2020-03-30;2021-03-31;27644;0
25682;306;2020-08-22;2021-08-23;16844;0
25683;305;2020-02-29;2021-03-01;18685;0
25684;308;2020-02-09;2021-02-09;24727;0
25685;308;2020-05-27;2021-05-28;25265;0
25686;101;2020-09-12;2021-09-13;46069;9473
25687;306;2020-06-29;2021-06-30;45127;12204
25688;305;2020-06-09;2021-06-10;34614;20724
25689;308;2020-01-10;2021-01-10;16852;0
25690;301;2020-06-07;2021-06-08;23278;0
25691;301;2020-11-28;2021-11-29;26066;0
25692;306;2020-02-16;2021-02-16;14381;0
25693;102;2020-11-06;2021-11-07;33684;0
25694;102;2020-10-10;2021-10-11;26663;0
25695;101;2020-01-17;2021-01-17;19767;19522
25696;305;2020-09-28;2021-09-29;46312;0
25697;308;2020-08-11;2021-08-12;40550;0
25698;101;2020-04-08;2021-04-09;13427;0
25699;102;2020-10-12;2021-10-13;26694;0
25700;301;2020-06-07;2021-06-08;43343;0
25701;101;2020-07-21;2021-07-22;48689;18388
25702;301;2020-04-09;2021-04-10;32813;0
25703;305;2020-11-20;2021-11-21;34793;0
25704;306;2020-07-02;2021-07-03;45342;0
25705;301;2020-06-11;2021-06-12;15855;0
25706;301;2020-04-06;2021-04-07;28103;0
25707;101;2020-07-26;2021-07-27;17784;0
25708;307;2020-07-21;2021-07-22;25199;17424
25709;301;2020-09-05;2021-09-06;48430;0
25710;305;2020-05-12;2021-05-13;41681;0
25711;101;2020-02-27;2021-02-27;22454;0
25712;306;2020-07-29;2021-07-30;26812;22103
25713;301;2020-11-03;2021-11-04;40679;0
25714;308;2020-10-07;2021-10-08;40107;0
25715;101;2020-08-04;2021-08-05;44719;0
25716;308;2020-11-12;2021-11-13;17727;0
25717;301;2020-01-11;2021-01-11;39401;0
25718;301;2020-06-25;2021-06-26;42789;0
25719;305;2020-04-30;2021-05-01;31000;0
25720;308;2020-03-22;2021-03-23;29015;0
25721;301;2020-01-01;2021-01-01;24694;0
25722;102;2020-02-17;2021-02-17;24845;0
25723;305;2020-01-01;2021-01-01;25212;13885
25724;307;2020-01-15;2021-01-15;12743;0
25725;101;2020-06-17;2021-06-18;20295;0
25726;301;2020-04-29;2021-04-30;13486;11357
25727;306;2020-01-05;2021-01-05;44785;0
25728;301;2020-05-22;2021-05-23;25917;10786
25729;301;2020-06-25;2021-06-26;30231;0
25730;102;2020-06-11;2021-06-12;43181;0
25731;101;2020-12-02;2021-12-03;43233;0
25732;301;2020-05-16;2021-05-17;48651;0
25733;102;2020-08-20;2021-08-21;33260;0
25734;102;2020-10-11;2021-10-12;20714;0
25735;305;2020-02-01;2021-02-01;27809;19698
25736;307;2020-01-12;2021-01-12;20098;0
25737;301;2020-11-22;2021-11-23;43300;0
25738;307;2020-08-09;2021-08-10;41161;0
25739;307;2020-03-31;2021-04-01;23366;0
25740;305;2020-10-05;2021-10-06;37948;0
25741;101;2020-09-23;2021-09-24;35730;0
25742;305;2020-10-14;2021-10-15;46496;2396
25743;102;2020-08-01;2021-08-02;34576;0
25744;301;2020-05-23;2021-05-24;10532;0
25745;101;2020-05-30;2021-05-31;28962;0
25746;101;2020-02-26;2021-02-26;19815;0
25747;301;2020-08-08;2021-08-09;48107;0
25748;101;2020-09-18;2021-09-19;41001;0
25749;301;2020-05-10;2021-05-11;35303;0
25750;306;2020-04-24;2021-04-25;12402;0
25751;307;2020-09-23;2021-09-24;23116;0
25752;307;2020-01-10;2021-01-10;47913;0
25753;308;2020-06-19;2021-06-20;30579;0
25754;101;2020-03-14;2021-03-15;22303;0
25755;101;2020-12-31;2022-01-01;40746;0
25756;101;2020-07-27;2021-07-28;37499;0
25757;308;2020-06-10;2021-06-11;28783;0
25758;301;2020-01-17;2021-01-17;17872;0
25759;102;2020-03-27;2021-03-28;37037;16893
25760;101;2020-09-25;2021-09-26;27337;0
25761;301;2020-06-23;2021-06-24;49426;0
25762;306;2020-12-20;2021-12-21;26104;10924
25763;307;2020-09-13;2021-09-14;38643;0
25764;102;2020-07-30;2021-07-31;23349;0
25765;301;2020-05-25;2021-05-26;16833;0
25766;308;2020-07-13;2021-07-14;37254;0
25767;102;2020-11-11;2021-11-12;18036;0
25768;305;2020-02-03;2021-02-03;41536;0
25769;102;2020-09-01;2021-09-02;16582;0
25770;308;2020-01-08;2021-01-08;36500;0
25771;301;2020-01-11;2021-01-11;43749;0
25772;305;2020-05-09;2021-05-10;48326;0
25773;307;2020-01-15;2021-01-15;19814;0
25774;305;2020-05-21;2021-05-22;15116;9999
25775;102;2020-06-27;2021-06-28;39175;0
25776;306;2020-01-24;2021-01-24;17714;15937
25777;101;2020-09-08;2021-09-09;17537;0
25778;305;2020-07-09;2021-07-10;35090;7779
25779;305;2020-06-17;2021-06-18;35423;0
25780;306;2020-06-12;2021-06-13;46209;0
25781;305;2020-03-28;2021-03-29;46834;7075
25782;305;2020-08-15;2021-08-16;35250;0
25783;307;2020-12-31;2022-01-01;12277;8166
25784;308;2020-04-12;2021-04-13;15125;0
25785;101;2020-01-30;2021-01-30;46251;0
25786;102;2020-10-03;2021-10-04;48402;0
25787;306;2020-07-10;2021-07-11;10642;9647
25788;301;2020-08-23;2021-08-24;29569;25365
25789;308;2020-01-19;2021-01-19;23500;0
25790;301;2020-03-15;2021-03-16;37612;0
25791;102;2020-07-18;2021-07-19;22684;0
25792;307;2020-08-09;2021-08-10;40900;0
25793;102;2020-05-10;2021-05-11;15592;0
25794;102;2020-05-26;2021-05-27;21830;0
25795;301;2020-02-24;2021-02-24;21067;0
25796;301;2020-04-14;2021-04-15;29599;0
25797;101;2020-05-16;2021-05-17;34183;664
25798;306;2020-11-05;2021-11-06;16232;0
25799;306;2020-03-30;2021-03-31;31343;0
25800;301;2020-02-08;2021-02-08;20625;0
25801;307;2020-02-04;2021-02-04;10112;0
25802;307;2020-11-15;2021-11-16;36744;0
25803;305;2020-09-18;2021-09-19;21894;0
25804;102;2020-08-02;2021-08-03;35797;0
25805;306;2020-07-06;2021-07-07;27699;0
25806;301;2020-01-29;2021-01-29;37695;28334
25807;306;2020-08-23;2021-08-24;37845;0
25808;306;2020-09-04;2021-09-05;35163;0
25809;301;2020-05-30;2021-05-31;25982;0
25810;101;2020-04-12;2021-04-13;33827;0
25811;306;2020-08-16;2021-08-17;28825;0
25812;101;2020-05-08;2021-05-09;30662;20825
25813;102;2020-08-01;2021-08-02;16263;0
25814;306;2020-06-26;2021-06-27;17385;0
